NO,LABEL,TEXT
592,,"06.51 Pagi Hari (25022020) - Kondisi sisa rintik hujan, semoga pompa aktif dan #banjir cepat surut. Lokasi Jl. pondok jaya IX, Pela Mampang, Mampang Prapatan, Jakarta Selatan, antara 20 s.d 30 cm. #BanjirJakarta cc : #FYI  @TMCPoldaMetro https://t.co/gllseEakWh"
593,,Banjir ya?
594,,kalo banjir gede gini kan males bet ngejelasinnya sma bos udah tau bos cinaa..  kdang ngerti kadang kaga uhuhu
595,,"Malam pak goodbener @aniesbaswedan, sekarang setiap kali hujan saya ngga bisa tidur, rumah saya bulan ini rekor 4x banjir sebetis masuk rumah (plus sepinggang pas tahun baru). Unprecedented, hebat sekali pak goodbener prestasinya, semoga dapat banyak pahala #BanjirJakarta2020"
596,,"@infoBMKG Tolong modify cuaca, banjir sama dengan 1 January 2020"
597,,@aniesbaswedan fyi banjir lagi 5X #banjir #BanjirJakarta . Hebat hebaaaaaattttt https://t.co/GlnTbVSJRI
598,,@AgamKupie Banjir lagi @aniesbaswedan wowwww 5X WOWWW
599,,"@BPBDJakarta Pak, kali mampang tidak ada sensor padahal banjir akhir2 ini sering dan sangat parah. Tidak ada effort dari pemerintah untuk upgrade kali mampang? Kenapa perbaikan masa Ahok stop?"
600,,Bos @aniesbaswedan banjir bos. Bangun bos
601,,"Banjir di Pondok Jaya 10, Mampang Prapatan Jaksel. Tinggi air sudah selutut orang dewasa @TMCPoldaMetro https://t.co/bqReESsa7U"
602,,Akhir2 ini kaga bisa tidur tenang kalo ujan kepikiran banjir mulu etdah
603,,banjir muluuu
604,,"Baru per Januari pindah Jkt, per 1 feb stay d kosan, blm ada sebulan eeh kena banjir. Di Bali aman2 ajaa sejauh ini. Banjir berkat semoga ya, dan smga pertama dan terakhir kali gw alamin banjir.
Kesel bgt gue sama si titik titik titik ehehe :"")
Bersyukur msh aman selamat badan gw"
605,,"@hanums Kahans stay daerah mana? Sama kak, aku jg kena banjir di utkay :(
jam 2 subuh ktnya airnya masuk.
untung ak pas nginep d tempat ka nina dan br liat kmrn sore kosanku yaaampunn sedihh bgt gue. Baru pindah jkt Januari lsg kena banjir :"")
semangat kak!"
606,,"Barang2 gw rusak saat banjir ada TV, kompor listrik, kipas, buku tabungan, deposito, pasport yg baru gw perpanjang di Bali kmrn. 
Kosan gw br ditempatin per 1 Feb kmrn di tgh2 itu gw dinas 2 mgu ke luar kota. Jadi mgkn hny sktr 2 mgu kurang gw di kosan itu :"")
Bersyukur ajaah"
607,,dan ada brg2 lainnya yg basah kena banjir. Sedih bgt gue wkwk
608,,"Emang harus ngalamin sendiri dulu biar ngerti rasanya.

Harus kehilangan kakaa saat tsunami baru bener2 paham arti kehilangan/dukacita yg sedalam2nya.

Harus rasain banjir br bener2 bs ngerti rasanya kehilangan brg2 yg lo sukai/syg bgt2.

Dan org lain blm tentu bs paham itu."
609,,Programnya ga jelas buat ngatasin banjir https://t.co/1x4KBK5dPQ
610,,"@ilhamadityam banjir ga ham, gw liat berita bekasi juga ada yg kena banjir ya."
611,,"Selamat Malam, mudah2an besok gak Banjir ya 🌧 #WajahBaruJakarta #BesokSenin"
612,,"@RofiUddarojat hahaha atau attitude org lain. Woi lari ga jadi, kapan neh? eh tp klo td lari jatuhnya renang ya. kan banjir wkwwk"
613,,Pasti tepar bgt org2 yg kena banjir dari jam 2-3 pagi.
614,,"Jangan lupa tengokin rscm

https://t.co/2gJYiiQIqW https://t.co/qtGN961S2p"
615,,"@kangdede78 Tengoklah ke dalam RSCM 
https://t.co/2gJYiiQIqW"
616,,"Cuddle aja yuk....
Gg jadi CFD-an nya,banjir"
617,,@aniesbaswedan #BanjirJakarta #banjir https://t.co/JyzQvJVmwg
618,,@aniesbaswedan Aku sudah on the brink of maki2 bapak #banjir
619,,Banjir woy banjir https://t.co/kXOsHmJoGv
620,,Jauh jauh ke Jakarta dikasih banjir 🤣
621,,Banjir semua jalan
622,,@AzfaniaF Banjir nya diatas maksudnya?
623,,"@russelsheila_ Makanya mau ga mau disini , enaknya ya ga banjir trus klo mau pergi naik busway or kereta aksesnya gampang"
624,,"Alert, siyap2 banjir lg ya 😭🙏 https://t.co/9wdNqc0kqh"
625,,"Disini hujan deres banget udah setengah jam lebih,,semoga ga banjir di daerah2 yang emang langganan banjir 😇"
626,,@Aryprasetyo85 @pejuangind01 @My_LoveNebe @cintada17 Muke gile!  Bukannya banjir urusin!
627,,"Kali pesanggrahan sdh selevel jalan. Bnk berdoa agar hujan reda dan gak ada limpahan air dari hulu 
#banjir #BanjirJakarta #AniesTenggelamkanDKI https://t.co/d9PZVXEj5R"
628,,ga bisa leewat #banjir https://t.co/Q7DkXguhRc
629,,#banjir @TMCPoldaMetro @RadioElshinta https://t.co/dlgpgoHCzf
630,,+62 banjir sentuy.. https://t.co/PZUvzorDUz
631,,"BANJIR
Anies mana TOA mu
#AniesTenggelamkanDKI 
#wargaDKItenggelamkkanAnies"
632,,"@Airin_NZ @aniesbaswedan Kalau setiap warga diWAJIBkan bisa berenang untuk menghadapi banjir nanti kalau banyak wanita HAMIL diluar nikah, siapa yang harus tanggung jawab"
633,,Banjir dikampus pulomas membuat uas di cancel dan bsk diliburkan dg kata lain ujian osce diundur :)
634,,@Nisaoioi_ @salsabilromanda Masih banjir kah cipete?
635,,"Bayangin kota lagi kebanjiran terus airnya dibuang ke laut, tiba-tiba datang air rob dari laut. Warga ngungsi kedataran tinggi, lalu terjadi longsor / banjir lahar dingin.

......"
636,,Jakarta yang banjir aku yang repot
637,,"Diskusinya online ajah, jalanan dan stasiun banjir 😅😅😅 https://t.co/Slchi5sEDZ"
638,,"Untuk wanita di daerah yg terkena banjir hati-hati, jangan sampe kena air di daerah kewanitaannya, nanti bisa hamil. #humorbanjir 🤣🤣🤣

#PecatSitiHikmawatty"
639,,@elidyap @hrdbacot Dipikir saya ngga takut hamil kali mas. Mana kemarin ada berita hamil dikolam renang. Inu malah banjir jadi makin inspekture dong saya
640,,"Daerah saya mah nggak banjir, tapi mau berangkat kondangan ke mantan rasanya berat bedh."
641,,Banjir Jakarta ini kayak errornya indihome di rumah gue. 2 bulan sampe 4 kali 😌
642,,Lagi banjir👍🏻 https://t.co/AVJuEWbvas
643,,#Banjir https://t.co/PwyrrBvien
644,,Gimana rumahmu? Banjir?
645,,"Kena banjir sih engga, tapi hujan deras, akses kena banjir, dan macet lah yang bikin susah ngantor."
646,,"@nailafzv Banjir mah gapapa, kan yang penting Formula E terkenal Dunia Akhirat hehehe."
647,,Masih keadaan ngegoler diatas kasur... Jalanan ke kantor beberapa ditutup.... Imperium katanya basement udah banjir.... Dan aku masih berharap .... Huhuhuhuuu https://t.co/tVPw1xHG2c
648,,"Boro-boro ketemu gage, udah kena banjir duluan kendaraannya. https://t.co/YWrcomt8vj"
649,,"Pak @aniesbaswedan, maap nih bukan saya hater atau mau ngebully, tapi kalo daerah yg seumur hidup ngga kena banjir lalu sekarang dalam 2 bulan udah kena banjir 3 kali, berarti ada yg salah penanganan nih?

Ngga perlu main kata2 lagi, pak. Kasih solusi nyata langsung lah."
650,,Banjir guys. Jangan berenang. Nanti hamil 😀
651,,@TMCPoldaMetro Banjir lagiii 🤦‍♀️😫
652,,@hazeluixy Klsnya dilantai 3 mana mungkin kena banjir :(((
653,,"Bangun tidur, beritanya semua ttg banjir.."
654,,"Ngomongin macet &amp; banjir Jakarta emang ga bakal kelar, paling bener pindah kota emang..
Pindah ke mana ya enaknya?"
655,,Ciledug tangerang banjir nih pasti salah anies nih hahhahahhaha otak dangkal
656,,@uusbiasaaja Bang tempat lu banjir ngga? Habis ini bakal ada ava putih yg reply dibawah
657,,"Coba deh lo ngetweet selipin kata : banjir 

 pasti ada yang reply."
658,,"Yang di pamulang-ciputat stay safe ya, tadi lewat depan ramayana ciputat udah banjir seleher

Seleher khoocheng"
659,,@ILHAM_rafiqi_A Langitnya biru gabakal banjir
660,,Sudah dipastikan besok banjir (kembali)
661,,Pantesan banjir ternyata turun dengan derasnya ketika orang lagi terlelap bobo toh :) https://t.co/5ppKuf9kCH
662,,@thedufresne Jelanya tanah harus kering dan tidak boleh lembab untuk mencegah banjir. 👍😂
663,,"Kalaupun dibuat sumur resapan,tapi tanahnya lembab yaa... sama saja banjir juga.🙃🤣 https://t.co/VWgjU4pbM0"
664,,Akibat banjir jakarta yg nggak selesai-selesai #WajahBaruJakarta #WajahBanjirJakarta #4niesGabenerBodong https://t.co/zZpdpVG2ma https://t.co/k9hl5VR02L
665,,BANJIR ITU HAMILISASI. kolam renang cuma sekolam. banjir sepropinsi. https://t.co/V7yB5PwCUw
666,,Kolam genangan banjir Jakarta 23 Februari yak? https://t.co/RplqMoNcrr
667,,Jakarta banjir lagi di beberapa titik yaaa..
668,,"Sampe monas aja #banjir tapi Cirendeu terutama jl. SD Inpres masih baik2 saja aku merasa sedikit bersyukur meski ujian macet tak pernah berhenti

Happy weekend gals"
669,,"Kita tahu, Sungai Citarum merupakan sungai yang melintasi Bandung, Bandung Barat, Purwakarta, Karawang, Bekasi dan berujung di Jakarta. Selain sering menjadi penyebab banjir, Sungai Citarum juga tercemar limbah karena kerapkali menjadi pembuangan limbah industri dan rumah tangga. https://t.co/SmfkvpgFLC"
670,,"Ngga kebayang saat kejadian, mungkin ilustrasinya seperti ini ketika banjir datang tanpa aba-aba #SMP1Turi https://t.co/hXEtnmGvL9 https://t.co/xpeXo1zghW"
671,,"@tinggaldikastil Jangan, Jakarta sering banjir. Nanti nyetrum."
672,,jam segini masih hujan deras bikin khawatir banjir maneh.
673,,"Mimpi #banjir eternyata air netes dari atap. Kok bisa ya, hujan deras nih pasti. Huft. https://t.co/OmX7L3Gkgd"
674,,"@PT_Transjakarta min, dari warung jati ke jcc naik tj ada kendala banjir ga?"
675,,"Liat  tuh, banjir sampah dmn mn https://t.co/x6A4yXlBst"
676,,"Saya jg bingung knp ya sambil bawa uler. Ulang2 video kirain ada laporan hati2 ktemu ular di lokasi banjir, blablabla... eh ga ada. 😄😄 https://t.co/JFmbruUcwA"
677,,Untung loker ga banjir. Kalo banjir sepatu gueeee 😭😔
678,,Banjir banjir datang lagi~
679,,"Dimana mana banjir, yg kering gua rasa dompet gua doang😑"
680,,gw sama sekali ngak berharap banjir..kecuali di istana..knp ngak tenggelam saja.. 🤭🤭🤭
681,,"@Safringo Ya emang, diedit biar ala2 banjir di jepang katanya airnya ga coklat :("
682,,"Pagi-pagi dirumah ribut ada banjjr, yang lain sibuk mindahin mobil ke tempat yang lebih tinggi. Aku sibuk meneruskan mimpi, biarkan saja mobil mandi genangan banjir @aniesbaswedan  emang top bodo amatnya #AniesTenggelamkanDKI 
#AzabGabenerBodong 
#BanjirJakarta2020 
#Kick4nies"
683,,"Ini bahaya, konflik antar warga karena Banjir. #Banjir #Banjir2020 https://t.co/PFCLvtLdVA"
684,,@Fido_Dildo Sby jg banjir kagak ada yg marah? *tambahin
685,,"Tidak ada banjir di Jakarta, kata fans berat mAnies"
686,,"buka twitter, banjir
buka facebook, banjir
buka instagram, banjir
tp kok giliran buka dompet, kering ya😭"
687,,"Kemarin berkilah silat lidah, klaim syukur banjirnya di hari libur berkat doa. Sekarang langsung dibayar kontan banjir pas hari kerja

#GustiMbotenSare #AniesBanjir"
688,,"Akhirnya hanya diam tidak ada tindakan mencari solusi mencegah banjir...banjir hari libur ?! ,sekarang hari Selasa  mungkin dia sendiri yang libur ."
689,,"@kompascom @weddie_s Kerugian akibat banjir Jakarta ratusan milyar  ,menyengsarakan warganya ..."
690,,Jakarta Darurat Banjir! Stay safe kawan!
691,,"Banjir kota nya, Susah payah warganya hebat gbener https://t.co/potHwLNVxX"
692,,"@petabencana banjir di mata ni,  gmn dong hmm"
693,,@petabencana @ayyeol28 #banjir
694,,"hanya bisa berdoa, ketemukanlah sama abang gojek baik yg mau menerjang banjir. agar saya bisa kerjaa~ aminn"
695,,@detikcom woiii masih jauh woiii...urusin DKI noh banjir seharian..beresin dlu yg skrg gausah ngimpi2 pilpres2 dlu
696,,banjir banjir banjir mantap jiwa
697,,"Dan terjadi lagi, banjir jl. HR Rasuna Said kuningan depan bpjs yg baru. @infojakarta @TMCPoldaMetro https://t.co/UAwiYuLN35"
698,,"Musim penghujan tahun depan, barangkali saya tidak akan terlalu sering merancang rencana perjalanan. Percuma berencana, jika banjir sewaktu-waktu bikin berantakan."
699,,rasuna said banjir ga sih??? bisa lewat kan ya
700,,"Ini hari selasa pak, banjir 😐 https://t.co/Y49Q4dr0dO"
701,,@WulanMega Yang jam 7 gagal menembus hujan dan banjir 😭
702,,@aniesbaswedan jkt banjir lagi bikin gebrakan cari solusi kerahkan semua bawahannya jng cuman pantau doang
703,,"Cape ih beresin rumah, banjir mulu udah kaya rutinitas :("
704,,"Hujan masih deras saat saya bangun tadi ,...entah bagaimana nasib warga lain yang masih tinggal di bantaran sungai ....semoga tidak banjir ..."
705,,"Malam tgl 24 Februari hujan deras...sudah 15menit ,semoga hujan cepat berhenti wanti wanti  banjir lagi..."
706,,"Jakarta emg suka bikin warganya tidur ga tenang, jam segini mulai ujan, jam 3 banjir"
707,,"banjir di jkt ga pilih2 ya, kalo diluar jkt biasanya yg kena banjir rumah2 sederhana"
708,,"nahh kan bener tambah deres, bentar lagi jktinfo update foto2 banjir"
709,,"Semoga yg bertugas ditengah2 banjir ini tetap sehat dan kuat. G semua org tau ditengah bertugas ada keluarga yg ditinggalkan, rumah yg juga kebanjiran, tapi masih dapat nyinyiran dr orang2."
710,,Ini selasa banjir 🤣 https://t.co/B4mNxqZ82b
711,,Buka Twitter lihat banjir gak taunya depan rumah kebanjiran juga hehe https://t.co/Y26QPdDe0l
712,,semoga yang terkena banjir lekas surut dan aman
713,5,"Jakarta mulai Siaga 1 banjir, dari semalem ujan deres :’)"
714,5,masya Allah bangun pergi tidur ujan bangun tidur ujan dan banjir. stay safe teman2 yg rumahnya sampe masuk... luvv 🥺
715,5,Ya Allah hujan nggak brenti2 #banjir
716,,"Semoga hujan segera redah,banjir cepat surut,yang beraktivitas hari ini tak ada kendala. Stay safe Jakartans.."
717,,"Banjir lagi dimana mana
for the first time di 2020 masih bulan ke 2 tapi udah berapa kali banjir"
718,,"@jr_kw19 Gua rasa pagi ini nih org pura2 amnesia
krna skrg banjir di selasa
Kata dia senin selasa rabu g banjir
😂😂😂
sebegitunya pny akal asal jeplak doang tuh mulut"
719,,Dengan hujan yang begini deras dan lama... Daerah mana saja yang akan banjir di Jakarta?
720,,Aku + hujan + indomie + teh anget = banjir https://t.co/e27nQu1xeD
721,2,@AmirahFaradilla Banjir kek kali kali wkekek
722,4,@D4tuk_T4mburin @yunartowijaya Hhhhhh....sdh tau goblok knp ditanggapin bang ...jakartakan emang daerah banjir dr dulunya hanya org2 dungu yg gak paham
723,4,Sejarahnya Jakarta itu Banjir. Ud baca sejarah Jakarta belom? Emang pasti banjir. Masa nyalahin gub @aniesbaswedan ? Mau s3 jadi Gub jg bakal banjir dan dihujat. Inga inga
724,4,Banjir kau.komplein..maling duit jiwasraya dll asiong2..kau sdh protes jokowi...? https://t.co/7f6IJvLHmV
725,,"Curah hujan sedang tinggi, banjir, yg salah gubernurnya. Kalo di sumatera sering gempa, mungkin yg salah juga gubernurnya ya."
726,4,"Shame on you, hasil jualan agama ya gini.. Banjir dah kek minum obat, gabener baperan NOL BESAR #WajahBaruJakarta https://t.co/lHEiJIu5RJ"
727,,Banjir maneh kakak...
728,4,"@aniesbaswedan @DKIJakarta Yang banjir ya banjir ....trusss karna dana penanggulangan banjir dipotong  ,yang mo balapan ya bahagia karena dananya 1,6 T , pada hal yang mo balapan orang bule (kafir)."
729,3,@DTanjung15 Benar mbak semoga tidak banjir kasihan yang kebanjiran ...setiap kali hujan mereka sewa rumah atau tidur dipinggir jalan dengan perut keroncongan....menahan lapar...
730,3,@derrysekianlama Ngeri banjir.
731,,@Wongjaw99685558 No pic banjir keringat hoax
732,,"@kompascom Dulu 1996 awal kampung w kena banjir, lanjut 2007, 2013, 2018 jadi ajang 5 taon sekali, 2018 ke 2019, jadi setaon sekali, januari 2020 ke februari 2020 jadi ajang sebulan sekali, bahkan februari ini udah 2x, mantap sih signifikan https://t.co/jCPYNKgsxA"
733,,"min apakah hari ini rawajati, kalibata akan mati lampu karna dampak banjir?🙂 @pln_123"
734,,Aiptu Dedi. S Binamas Ds. Ciakar sambang/Dds Control terdampak banjir dengan Bpk. Kusnandar ketua RT setempat beserta warga perum duta Asri. Utk yg terdampak banjir 12 rumah sedalam 20-30 Cm di perum Duta Asri  kamp. Cukqnggalih Rt. 03/01 desa. Ciakar. Selasa (25/02/2020). https://t.co/005XXhROiC
735,,Iptu. Muslim Sihotang. SH (Kanit Binmas) bersama Aiptu Gunaedi memantau warga yang terkena banjir dengan ketinggian air -+ 20 cm di Perumahan Duta Asri Kp.Cuanng Galih Esa Cakar Kec.Panongam Tangerang. Selasa (25/02/2020). https://t.co/9xFifUzMMf
736,,"Aiptu Maswan Bhabinkamtibmas Desa Serdang Kulon Pantau lokasi banjir wilayah Ds Serdang kulon Ketinggian air 40 cm di Cluster Mutiara Curug 4 Rt. 26/01 Ds Serdang kulon Blok E, imbas dari meluapnya air kali Cirarab. Selasa (25/02/2020). https://t.co/IBJ2oyjA1C"
737,,Aiptu Dedi. S Binamas Ds. Ciakar Pantau lokasi banjir wilayah Perum Duta Asri  Kp. Cukanggalih Rt. 03/01 Ds. Ciakar kec. Panongan ketinggian air mulai surut. Selasa (25/02/2020). https://t.co/9MQRXytVLT
738,,Gimana orang orang mau belanja di pasar tradisional kalau pasarnya aja banjir terus.kalah perawatannya sama mall
739,,"Waktunya menebar postingan
Karena rejeki itu di cari
Bukan di nanti
Semoga pedagang online banjir orderan 😍😍
Aamiin Aamiin Ya Allah Ya Rabbal Alamiin 🤲 --------------------------------------------
Open… https://t.co/tOG6GcOiOz"
740,,"Banjir tidak menyurutkan semangat indrea untuk tetap masuk sekolah 
Semangat mencari ilmu 
Semangat belajar 

#indrea 
#indreasalsabilaazura 
#ptsd 
#jatipadangpasarminggu 
#jatipadang 
#jatipadang3… https://t.co/uv7WZunc2E"
741,,"Tahun 2020, 2 bln ini sudah 7 X Jakarta banjir, korban harta bahkan nyawa, transportasi LUMPUH, EKONOMI macet
#AniesTakBecus
@asepapit @kangdin223 @arjuno_ireng01 @rich146754 @kunenmanai @SoffiAgus @hemaviton99 @newagestein"
742,,"TANDA2 ZAMAN ! Jakarta Banjir Parah, Pohon Besar Tumbang di Depan Rumah Dinas Anies Di Menteng.
https://t.co/5KdcpSLL2W
@LisdiyantoR @veraagustian_ @Bubut871 @Soeyanto19 @YudiKs14 @marsonom97 @ichigotalks @LukmanHarijanto"
743,,"Pagi ini pohon roboh di depan rumah dinas Gubernur DKI Jakarta Anies Baswedan Jalan Taman Suropati, Jakarta, Selasa (25/2).
https://t.co/5KdcpSLL2W
@abdul_charim @sulistiawan_rd @enny_endah @Oetaryo7 @Usep210 @kangdin223 @MyBagaspati @BHD_8 @BherlambangA"
744,,"Jakarta Banjir Lagi, Rumah Mewah 6 Artis TINA TOON dkk. Ini Juga Jadi Korban

https://t.co/qvvGb4Wi17
@amandagempita @AntoniusKamagi @Boemi_Pertiwi12 @periani @fatmawati2014 @semiaji_w @Berty69968038"
745,,"BANJIR JAKARTA jadi sorotan media asing!
Straits Times dan Channel News Asia soroti bencana banjir Jakarta: ""Hujan deras Jakarta lumpuh, jalan2 berubah berwarna cokelat. Media Amerika Serikat, Bloomberg
https://t.co/loDwHrS1An
@Gregorius841 @wiriantowidjaya @ellys_kerhi @Bnie18"
746,,"DPRD DKI kritik pedas Gubernur DKI Anies soal pencegahan banjir Jakarta. Banjir koq 4 kali terjadi dalam dua bulan terakhir.
""Kalau banjir sekali itu musibah, tapi kalau berkali-kali itu keterlaluan,
https://t.co/P1t9Cnb6L8
@Usep210 @marsonom97 @ichigotalks @BHD_8 @chirp__john"
747,,"BANJIR JAKARTA jadi sorotan media asing!
Straits Times dan Channel News Asia soroti bencana banjir Jakarta: ""Hujan deras Jakarta lumpuh, jalan2 berubah berwarna cokelat. STAR &amp; Media Amrik, Bloomberg
https://t.co/loDwHrS1An
@Aadec @Berty69968038
@Ze_sukma @DRadjikin @semiaji_w"
748,,"Anies ditanya oleh wartawan terkait banjir yg terus terjadi di wilayah Jakarta, mengatakan banjir terjadi karena debit hujan yang tinggi.
""Kalau boleh izinkan saya bekerja sehingga bisa menuntaskan (banjir).
https://t.co/wAjLpDgq6W
@gundala222 @Bubut871 @joy_rantau @YCH7168"
749,,"Gara -Gara Banjir Warga Ngamuk, Demo Anarkis !
Harap Hindari Jakarta Garden City..
Karena ada Demo Warga Kebanjiran yang Sudah Mulai Anarkis...
Cc @DKIJakarta @aniesbaswedan https://t.co/H7b9XtsjVG
@LisdiyantoR @Oetaryo7 @Fathir97 @Soeyanto19 @BPribas @Berty69968038"
750,,"WARGA BAHAGIA ! Warga menggeruduk Mal AEON JGC Cakung, Jakarta Timur, siang ini. Massa menuding mal tersebut sebagai penyebab banjir.
https://t.co/Bi41zhta1Y
@aniesbaswedan @ErindaSofi @LukmanHarijanto @wiriantowidjaya @Jokoumb64504158 @Bams_1eng @inong911"
751,,"KA Anjlok krn banjir Di Kota, ancorr Wan TOA
@LukmanHarijanto @cakrabirawa86 @angelmaximilan @TaliUdeng @Genesis7173 https://t.co/3LAjY5OtZu"
752,,males keluar ngeri banjir
753,,@fjr_wicaksono Jadi banjir deh..
754,,"Jembatan cinta pinggir kosan. Sumber kebahagiaan anak anak gang senggol, kalo banjir renang dah mereka :"" https://t.co/kTSbczST67"
755,,Inii gaji hanyut kebawa banjir apa gimana udah jam segini blm ada sms cinta masuk 😌
756,,"Kerusuhan di cakung , cara pengalihan masalah sebetul nya ,,, masalah banjir di jakarta secara keseluruhan @aniesbaswedan  @dinaslhdki gak mau ngaku gak becus"
757,,"Colorful jakarta
#banjir https://t.co/mp5n9MsJTT"
758,,Ayookkk bikin pansus banjir minta pertanggungjawaban gabener #AniesBaswedanJuaraBOHONG #AzabGabenerBodong #AniesTenggelamkanDKI https://t.co/D6pdr5q2Xh
759,,Stay safe buat semua temen-temen yang kena banjir. Tetap semangat 🤘 https://t.co/CtEup8UxAX
760,,BLESSING IN DISGUISE dalam episode: salemba banjir https://t.co/rvYFU96xJV
761,4,Baru bulan ke-2 di 2020 dan Jakarta udah berapa kali banjir 🤦🤦
762,,Banjir adalah sebutan untuk ketua rukun warga di bali.
763,,"@debbiewibowo @aniesbaswedan @RadioElshinta @BBCIndonesia @CNNIndonesia Ya ampun. Rumah milliaran, hilang keindahannya gegara banjir."
764,,"Udah bangun kesiangan. Paksa berangkat gawe. Jadwal kereta ancur parah. Nyampe kalibata, gojek gaada yg mau ambil. Sekalinya dapet taunya banjir. Dan pas paksain lewat alternatif, kantor libur grgr banjir. Taiiiiii 😩"
765,,"WAN TOA : Pemprov DKI Focus tangani evakuasi korban Banjir, TIDAK jawab soal ""Cara pencegahan banjir""
 @Bubut871 @myatharva https://t.co/EJ4uwsmzDO
@becaknott1 @noe_santara @Winardhi__ @Jokoumb64504158 @regina999999 @Berty69968038"
766,,"BARU  KALI INI ! Jakarta Banjir, Underpass Senen dan Fly over Kemayoran Terendam https://t.co/i1OaYxu95X
@Aslipriok1973 @enny_endah @77bayoe @YudiKs14 @MyBagaspati 
@Ze_sukma @HantoSuwono @blacpanthe @SoffiAgus @abdul_charim"
767,,"JANTUNG JAKARTA KELELEP, KRISIS ! 
Selasa, 25 Feb 2020 08:00 WIB. MONAS, Jalan Medan Merdeka Timur Tergenang Jalan MH Thamrin di depan Sarinah banjir.
https://t.co/uCVnDzCzvt
@AminSiregar75 @Salim_Semm @SalamBudi1 @yogo_prst @Raden_Atmadja @LukmanHarijanto @mukabahagia @asnug_id"
768,,"Banjir di Monas Jakarta Pusat. 
Air menggenangi Jalan Medan Merdeka Timur arah Monas Timur, di depan gedung Pertamina.
Jalan Medan Merdeka Timur tak bisa dilintasi.
https://t.co/Dibf9xEbZL
@PJayakarsa @cello_bams @Bams_1eng @LukmanHarijanto @bahdirdja @Genesis7173 @ediedot108"
769,,"JAKARTA BANJIR DISOROT INTERNASIONAL !! WAN TOA PERLU Segera Di Evaluasi! DPRD DKI JANGAN Tidorrr @dprddki @dprddkijakarta https://t.co/798YHjsRdT
@semiaji_w @Gunadi84380182 @bin_martakusuma @alex_hunter146 @lodysiegers @steventblack99 @ediedot108 @edo_macho"
770,,Banjir Makin Parah ! Ibukota harus Segera pindah ke Kaltim https://t.co/6B9cawEarI
771,,"""JANGAN CUMA GAYA"" !
DPRD DKI Akhirnya Sepakat Bentuk Pansus DPRD DKI, panitia khusus (pansus) banjir, guna mengawasi kinerja Pemprov DKI soal penanggulangan banjir.
https://t.co/R6QgviE9TS
@TheendTo @gundala222 @jenk_kelinn @LisdiyantoR @77bayoe @ichigotalks @marsonom97 @YCH7168"
772,,"Setelah RSCM, sekarang RS Husada Jl. P Jayakarta banjir. Gak pernah kejadian sebelumnya. Baru pagi ini.  @aniesbaswedan https://t.co/6t790x0bJ7
@asnug_id @enny_endah @LisdiyantoR @marsonom97 @PJayakarsa @77bayoe"
773,,"JAKARTA LUMPUH ! Jalan MH Thamrin, Jakarta kelelep !
Sebanyak 326 gardu listrik PLN tidak dioperasikan Di Pondok Kopi, Menteng, Cawang, Kemang, Cempaka Putih, demi keselamatan. (25/2/2020).
@asnug_id @MyBagaspati @LisdiyantoR @bahdirdja @gundala222 @BHD_8
https://t.co/uCVnDzCzvt"
774,,Banjir Jakarta Makin Parah ! Ibukota harus Segera pindah ke Kaltim https://t.co/xDsPdJBev9
775,,"TOA, TOA, Selasa pagi Stasiun KA Sudirman banjir, KA STOP, Jl Cikini Raya, Menteng KELELEP, kenderaan tdk Bisa lewat !
@marsonom97 @Oetaryo7 @MyBagaspati @LukmanHarijanto @Aslipriok1973 @very_antony @Gregorius841 @JohnIrwan4 @PJayakarsa https://t.co/2AkPNGW78F"
776,,"Makin Ngeri, Jakarta Banjir Makin Parah ! Ibukota harus Segera pindah ke Kaltim @DjanChoek @Dumax @FachryAditya14 https://t.co/kqEdUtfv12"
777,,"Selasa, 25 Feb 2020 08:00 WIB. MONAS, Jalan Medan Merdeka Timur Tergenang Jalan MH Thamrin di depan Sarinah banjir.
https://t.co/uCVnDzCzvt
@BossToukeeIsa @aku_bukan_ane @Bubut871 @veraagustian_ @enny_endah @77bayoe @mpok__minah @bujrad69"
778,,"Kampus ASMI 
jln Perintis Kemerdekaan, P Gadung,  pagi ini kelelep
#banjir 
#4niesTenggelamkanDKI https://t.co/LPh8OoxlHn
@Aslipriok1973 @NatasyaRudy @LukmanHarijanto @Bams_1eng @valencia_amara @ichigotalks @Raden_Atmadja https://t.co/MwiWlQDOkt"
779,,"Air genangan warnanya TIDAK Biru !! Selasa pagi, Banjir merendam bundaran Patung Kuda Arjuna Wijaya, saat kawasan itu terendam banjir, genangan air berwarna cokelat.
https://t.co/voZYV7d8Pn
@enny_endah @periani @abdul_charim @77bayoe @joy_rantau @JohnIrwan4 @PJayakarsa @bahdirdja"
780,,"TOA, TOA, Selasa pagi Stasiun KA Sudirman banjir, KA STOP, Jl Cikini Raya, Menteng KELELEP, kenderaan tdk Bisa lewat !
 https://t.co/2AkPNGW78F
@aguskuswanto151 @HantoSuwono @SoffiAgus @YCH7168 @sirajapadoha @arjuno_ireng01 @mukabahagia @bahdirja"
781,,"Lokasi Langganan demo 212 kelelep ! 
Bundaran Patung Kuda &amp; Monas tergenang banjir. Hujan masih terus mengguyur kawasan ini, Selasa (25/2/2020) pukul 08.20 WIB pagi.
https://t.co/eETNLpEzxL
@yogo_prst @marsonom97 @asnug_id @valencia_amara @LukmanHarijanto @Berty69968038 @BHD_8"
